
 Daxpy product:
   Blaze [MFlop/s]:
     100         7145.79
     1000        9087.67
     10000       4101.77
     100000      8059.89
     1000000     8644.46
     10000000    3450.84
   N=100, steps=72841494
     Blaze       = 1        (2.03873)
   N=1000, steps=9051033
     Blaze       = 1        (1.99194)
   N=10000, steps=407856
     Blaze       = 1        (1.98868)
   N=100000, steps=76413
     Blaze       = 1        (1.89613)
   N=1000000, steps=8389
     Blaze       = 1        (1.9409)
   N=10000000, steps=235
     Blaze       = 1        (1.36199)
