
 Daxpy product:
   Blaze [MFlop/s]:
     100         7134.58
     1000        9412.37
     10000       3928.08
     100000      2728.41
     1000000     7104.38
     10000000    2666.62
   N=100, steps=71581914
     Blaze       = 1        (2.00662)
   N=1000, steps=9406720
     Blaze       = 1        (1.9988)
   N=10000, steps=394079
     Blaze       = 1        (2.00647)
   N=100000, steps=27085
     Blaze       = 1        (1.98541)
   N=1000000, steps=6793
     Blaze       = 1        (1.91234)
   N=10000000, steps=204
     Blaze       = 1        (1.53003)
