
 Daxpy product:
   Blaze [MFlop/s]:
     100         7203.2
     1000        8907.52
     10000       3971.32
     100000      5707.3
     1000000     6573.47
     10000000    3183.22
   N=100, steps=62997642
     Blaze       = 1        (1.74916)
   N=1000, steps=8971384
     Blaze       = 1        (2.01434)
   N=10000, steps=401823
     Blaze       = 1        (2.02362)
   N=100000, steps=55603
     Blaze       = 1        (1.94849)
   N=1000000, steps=6484
     Blaze       = 1        (1.97278)
   N=10000000, steps=209
     Blaze       = 1        (1.31313)
