
 Daxpy product:
   Blaze [MFlop/s]:
     100         7166.18
     1000        8980.6
     10000       4074.31
     100000      2131.29
     1000000     6900.79
     10000000    2735.79
   N=100, steps=71259920
     Blaze       = 1        (1.98878)
   N=1000, steps=8985379
     Blaze       = 1        (2.00107)
   N=10000, steps=406176
     Blaze       = 1        (1.99384)
   N=100000, steps=21072
     Blaze       = 1        (1.9774)
   N=1000000, steps=6640
     Blaze       = 1        (1.92442)
   N=10000000, steps=187
     Blaze       = 1        (1.36707)
