
 Daxpy product:
   Blaze [MFlop/s]:
     100         7146.7
     1000        9422.55
     10000       4040.25
     100000      2153.66
     1000000     2295.95
     10000000    1382.75
   N=100, steps=72658804
     Blaze       = 1        (2.03335)
   N=1000, steps=9411139
     Blaze       = 1        (1.99758)
   N=10000, steps=411002
     Blaze       = 1        (2.03454)
   N=100000, steps=21260
     Blaze       = 1        (1.97431)
   N=1000000, steps=2110
     Blaze       = 1        (1.83802)
   N=10000000, steps=92
     Blaze       = 1        (1.33068)
