
 Daxpy product:
   Blaze [MFlop/s]:
     100         7112.31
     1000        9102.76
     10000       4054.45
     100000      4317.21
     1000000     4649.75
     10000000    2527.51
   N=100, steps=71150474
     Blaze       = 1        (2.00077)
   N=1000, steps=8768271
     Blaze       = 1        (1.92651)
   N=10000, steps=408587
     Blaze       = 1        (2.0155)
   N=100000, steps=45862
     Blaze       = 1        (2.12461)
   N=1000000, steps=4801
     Blaze       = 1        (2.06506)
   N=10000000, steps=190
     Blaze       = 1        (1.50345)
