
 Daxpy product:
   Blaze [MFlop/s]:
     100         7180.23
     1000        9500.06
     10000       4112.58
     100000      3088.64
     1000000     5654.78
     10000000    2480.4
   N=100, steps=73133634
     Blaze       = 1        (2.03708)
   N=1000, steps=9410434
     Blaze       = 1        (1.98113)
   N=10000, steps=409696
     Blaze       = 1        (1.9924)
   N=100000, steps=28928
     Blaze       = 1        (1.87319)
   N=1000000, steps=5269
     Blaze       = 1        (1.86356)
   N=10000000, steps=194
     Blaze       = 1        (1.56426)
