
 Daxpy product:
   Blaze [MFlop/s]:
     100         7178.09
     1000        9268.85
     10000       3647.94
     100000      1090.1
     1000000     6721.6
     10000000    2712
   N=100, steps=68364302
     Blaze       = 1        (1.90481)
   N=1000, steps=9232407
     Blaze       = 1        (1.99214)
   N=10000, steps=348965
     Blaze       = 1        (1.91322)
   N=100000, steps=10931
     Blaze       = 1        (2.0055)
   N=1000000, steps=6395
     Blaze       = 1        (1.90282)
   N=10000000, steps=195
     Blaze       = 1        (1.43805)
