
 Daxpy product:
   Blaze [MFlop/s]:
     100         7110.99
     1000        9123.93
     10000       4002.79
     100000      7412.79
     1000000     9195.12
     10000000    2880.95
   N=100, steps=71853158
     Blaze       = 1        (2.0209)
   N=1000, steps=9027578
     Blaze       = 1        (1.97888)
   N=10000, steps=402947
     Blaze       = 1        (2.01333)
   N=100000, steps=78147
     Blaze       = 1        (2.10844)
   N=1000000, steps=8103
     Blaze       = 1        (1.76246)
   N=10000000, steps=282
     Blaze       = 1        (1.95768)
