
 Daxpy product:
   Blaze [MFlop/s]:
     100         7182.69
     1000        8970.11
     10000       4047.26
     100000      2766.76
     1000000     6475.47
     10000000    3005.91
   N=100, steps=73114789
     Blaze       = 1        (2.03586)
   N=1000, steps=9045141
     Blaze       = 1        (2.01673)
   N=10000, steps=408894
     Blaze       = 1        (2.0206)
   N=100000, steps=27444
     Blaze       = 1        (1.98384)
   N=1000000, steps=6190
     Blaze       = 1        (1.91183)
   N=10000000, steps=192
     Blaze       = 1        (1.27748)
