
 Daxpy product:
   Blaze [MFlop/s]:
     100         7149.25
     1000        9007.31
     10000       4095.99
     100000      4115.91
     1000000     4953.88
     10000000    2747.78
   N=100, steps=66141072
     Blaze       = 1        (1.85029)
   N=1000, steps=8966327
     Blaze       = 1        (1.9909)
   N=10000, steps=401764
     Blaze       = 1        (1.96174)
   N=100000, steps=39733
     Blaze       = 1        (1.9307)
   N=1000000, steps=5045
     Blaze       = 1        (2.03679)
   N=10000000, steps=181
     Blaze       = 1        (1.31743)
