
 Daxpy product:
   Blaze [MFlop/s]:
     100         7158.04
     1000        8960.84
     10000       4014.76
     100000      1636.81
     1000000     7213.66
     10000000    2623.43
   N=100, steps=74395394
     Blaze       = 1        (2.07865)
   N=1000, steps=9030766
     Blaze       = 1        (2.01561)
   N=10000, steps=393615
     Blaze       = 1        (1.96084)
   N=100000, steps=15924
     Blaze       = 1        (1.94573)
   N=1000000, steps=7623
     Blaze       = 1        (2.11349)
   N=10000000, steps=219
     Blaze       = 1        (1.66957)
