
 Daxpy product:
   Blaze [MFlop/s]:
     100         7183.71
     1000        9000.33
     10000       3810.91
     100000      1353.72
     1000000     6898.65
     10000000    2721.47
   N=100, steps=71350165
     Blaze       = 1        (1.98644)
   N=1000, steps=8941863
     Blaze       = 1        (1.98701)
   N=10000, steps=393661
     Blaze       = 1        (2.06597)
   N=100000, steps=13292
     Blaze       = 1        (1.96377)
   N=1000000, steps=6830
     Blaze       = 1        (1.9801)
   N=10000000, steps=198
     Blaze       = 1        (1.4551)
