
 Daxpy product:
   Blaze [MFlop/s]:
     100         7013.07
     1000        8905.17
     10000       3962.63
     100000      1884.66
     1000000     7816.43
     10000000    2549.57
   N=100, steps=67562923
     Blaze       = 1        (1.92677)
   N=1000, steps=8938392
     Blaze       = 1        (2.00746)
   N=10000, steps=396228
     Blaze       = 1        (1.99982)
   N=100000, steps=17357
     Blaze       = 1        (1.84192)
   N=1000000, steps=8313
     Blaze       = 1        (2.12706)
   N=10000000, steps=212
     Blaze       = 1        (1.66303)
