
 Daxpy product:
   Blaze [MFlop/s]:
     100         7162.06
     1000        8898.7
     10000       3836.11
     100000      7805.54
     1000000     8224.8
     10000000    3801.79
   N=100, steps=71799346
     Blaze       = 1        (2.00499)
   N=1000, steps=9014348
     Blaze       = 1        (2.02599)
   N=10000, steps=409169
     Blaze       = 1        (2.13325)
   N=100000, steps=72843
     Blaze       = 1        (1.86644)
   N=1000000, steps=8115
     Blaze       = 1        (1.9733)
   N=10000000, steps=212
     Blaze       = 1        (1.11526)
