
 Daxpy product:
   Blaze [MFlop/s]:
     100         7106.7
     1000        8918.96
     10000       4058.71
     100000      2003.17
     1000000     7455.28
     10000000    2490.24
   N=100, steps=69994901
     Blaze       = 1        (1.96983)
   N=1000, steps=8920217
     Blaze       = 1        (2.00028)
   N=10000, steps=410171
     Blaze       = 1        (2.02119)
   N=100000, steps=19157
     Blaze       = 1        (1.91267)
   N=1000000, steps=8698
     Blaze       = 1        (2.33338)
   N=10000000, steps=210
     Blaze       = 1        (1.68659)
