
 Daxpy product:
   Blaze [MFlop/s]:
     100         7073.45
     1000        8909.83
     10000       3872.23
     100000      1975.27
     1000000     6999.67
     10000000    2732.18
   N=100, steps=72500923
     Blaze       = 1        (2.04995)
   N=1000, steps=8894753
     Blaze       = 1        (1.99662)
   N=10000, steps=372823
     Blaze       = 1        (1.92563)
   N=100000, steps=19117
     Blaze       = 1        (1.93563)
   N=1000000, steps=7254
     Blaze       = 1        (2.07267)
   N=10000000, steps=202
     Blaze       = 1        (1.47867)
