
 Daxpy product:
   Blaze [MFlop/s]:
     100         6330.62
     1000        9322.37
     10000       4070
     100000      7889.04
     1000000     9163.52
     10000000    2791.27
   N=100, steps=72234340
     Blaze       = 1        (2.28206)
   N=1000, steps=9014847
     Blaze       = 1        (1.93403)
   N=10000, steps=406465
     Blaze       = 1        (1.99737)
   N=100000, steps=77909
     Blaze       = 1        (1.97512)
   N=1000000, steps=9208
     Blaze       = 1        (2.00971)
   N=10000000, steps=274
     Blaze       = 1        (1.96326)
