
 Daxpy product:
   Blaze [MFlop/s]:
     100         7067.84
     1000        9306.29
     10000       4073.36
     100000      6644.98
     1000000     7798.27
     10000000    2746.5
   N=100, steps=66412047
     Blaze       = 1        (1.87927)
   N=1000, steps=9008043
     Blaze       = 1        (1.9359)
   N=10000, steps=409587
     Blaze       = 1        (2.01105)
   N=100000, steps=56367
     Blaze       = 1        (1.69653)
   N=1000000, steps=5806
     Blaze       = 1        (1.48905)
   N=10000000, steps=190
     Blaze       = 1        (1.38358)
