
 Daxpy product:
   Blaze [MFlop/s]:
     100         7182.19
     1000        9499.96
     10000       4014.04
     100000      3445.06
     1000000     6098.41
     10000000    3045.72
   N=100, steps=72387039
     Blaze       = 1        (2.01574)
   N=1000, steps=9401231
     Blaze       = 1        (1.97922)
   N=10000, steps=403818
     Blaze       = 1        (2.01203)
   N=100000, steps=34353
     Blaze       = 1        (1.99433)
   N=1000000, steps=5462
     Blaze       = 1        (1.79129)
   N=10000000, steps=295
     Blaze       = 1        (1.93714)
