
 Daxpy product:
   Blaze [MFlop/s]:
     100         6965.04
     1000        8952.17
     10000       4102.23
     100000      6595.6
     1000000     8693.42
     10000000    2716.78
   N=100, steps=72645002
     Blaze       = 1        (2.08599)
   N=1000, steps=8988151
     Blaze       = 1        (2.00804)
   N=10000, steps=408308
     Blaze       = 1        (1.99066)
   N=100000, steps=62703
     Blaze       = 1        (1.90136)
   N=1000000, steps=6857
     Blaze       = 1        (1.57752)
   N=10000000, steps=208
     Blaze       = 1        (1.53122)
