
 Daxpy product:
   Blaze [MFlop/s]:
     100         7124.53
     1000        9427.08
     10000       4082.64
     100000      1505.05
     1000000     7126.61
     10000000    2808.54
   N=100, steps=72195210
     Blaze       = 1        (2.02667)
   N=1000, steps=9398449
     Blaze       = 1        (1.99393)
   N=10000, steps=403003
     Blaze       = 1        (1.97423)
   N=100000, steps=14752
     Blaze       = 1        (1.96033)
   N=1000000, steps=7808
     Blaze       = 1        (2.19122)
   N=10000000, steps=210
     Blaze       = 1        (1.49544)
