
 Daxpy product:
   Blaze [MFlop/s]:
     100         7138.75
     1000        8966.69
     10000       4098.9
     100000      3337.57
     1000000     6562.02
     10000000    2812.59
   N=100, steps=72553249
     Blaze       = 1        (2.03266)
   N=1000, steps=8916799
     Blaze       = 1        (1.98887)
   N=10000, steps=408350
     Blaze       = 1        (1.99249)
   N=100000, steps=31695
     Blaze       = 1        (1.89928)
   N=1000000, steps=6076
     Blaze       = 1        (1.85187)
   N=10000000, steps=212
     Blaze       = 1        (1.50751)
