
 Daxpy product:
   Blaze [MFlop/s]:
     100         6979.81
     1000        9483.13
     10000       3778.97
     100000      1795.79
     1000000     7152.21
     10000000    2797.05
   N=100, steps=69043455
     Blaze       = 1        (1.97838)
   N=1000, steps=9390582
     Blaze       = 1        (1.98048)
   N=10000, steps=354931
     Blaze       = 1        (1.87845)
   N=100000, steps=17569
     Blaze       = 1        (1.95669)
   N=1000000, steps=8346
     Blaze       = 1        (2.33382)
   N=10000000, steps=218
     Blaze       = 1        (1.55878)
