
 Daxpy product:
   Blaze [MFlop/s]:
     100         7175.92
     1000        9415.74
     10000       4062.74
     100000      3776.93
     1000000     5332.31
     10000000    2152.92
   N=100, steps=71683710
     Blaze       = 1        (1.9979)
   N=1000, steps=9399503
     Blaze       = 1        (1.99655)
   N=10000, steps=408256
     Blaze       = 1        (2.00976)
   N=100000, steps=36372
     Blaze       = 1        (1.92601)
   N=1000000, steps=4525
     Blaze       = 1        (1.6972)
   N=10000000, steps=268
     Blaze       = 1        (2.48965)
