
 Daxpy product:
   Blaze [MFlop/s]:
     100         6863.2
     1000        9275.32
     10000       3936.29
     100000      6787.43
     1000000     8302.58
     10000000    2649.84
   N=100, steps=72326551
     Blaze       = 1        (2.10766)
   N=1000, steps=8993895
     Blaze       = 1        (1.93932)
   N=10000, steps=406120
     Blaze       = 1        (2.06347)
   N=100000, steps=63733
     Blaze       = 1        (1.87797)
   N=1000000, steps=6662
     Blaze       = 1        (1.6048)
   N=10000000, steps=196
     Blaze       = 1        (1.47933)
