
 Daxpy product:
   Blaze [MFlop/s]:
     100         6840.17
     1000        9502.17
     10000       4094.76
     100000      7719.86
     1000000     8914.09
     10000000    2977.89
   N=100, steps=72402382
     Blaze       = 1        (2.11698)
   N=1000, steps=8806793
     Blaze       = 1        (1.85364)
   N=10000, steps=387325
     Blaze       = 1        (1.89181)
   N=100000, steps=73872
     Blaze       = 1        (1.91382)
   N=1000000, steps=7368
     Blaze       = 1        (1.65311)
   N=10000000, steps=209
     Blaze       = 1        (1.40368)
