
 Daxpy product:
   Blaze [MFlop/s]:
     100         7178.24
     1000        8930.42
     10000       4109.74
     100000      3395.02
     1000000     4991.94
     10000000    3018.1
   N=100, steps=72721502
     Blaze       = 1        (2.02617)
   N=1000, steps=8942926
     Blaze       = 1        (2.0028)
   N=10000, steps=409005
     Blaze       = 1        (1.99042)
   N=100000, steps=31076
     Blaze       = 1        (1.83068)
   N=1000000, steps=4760
     Blaze       = 1        (1.90707)
   N=10000000, steps=282
     Blaze       = 1        (1.86873)
