
 Daxpy product:
   Blaze [MFlop/s]:
     100         6908.08
     1000        8963.4
     10000       3892.23
     100000      1390.54
     1000000     7014.48
     10000000    2668.09
   N=100, steps=72296531
     Blaze       = 1        (2.0931)
   N=1000, steps=8909835
     Blaze       = 1        (1.98805)
   N=10000, steps=399408
     Blaze       = 1        (2.05234)
   N=100000, steps=13559
     Blaze       = 1        (1.95018)
   N=1000000, steps=6974
     Blaze       = 1        (1.98846)
   N=10000000, steps=191
     Blaze       = 1        (1.43173)
