
 Daxpy product:
   Blaze [MFlop/s]:
     100         6482.1
     1000        8987.89
     10000       3727.59
     100000      1621.57
     1000000     6918.96
     10000000    2906.19
   N=100, steps=73027985
     Blaze       = 1        (2.25322)
   N=1000, steps=8984525
     Blaze       = 1        (1.99925)
   N=10000, steps=353561
     Blaze       = 1        (1.897)
   N=100000, steps=16101
     Blaze       = 1        (1.98586)
   N=1000000, steps=7797
     Blaze       = 1        (2.25381)
   N=10000000, steps=210
     Blaze       = 1        (1.44519)
