
 Daxpy product:
   Blaze [MFlop/s]:
     100         7173.5
     1000        8994.48
     10000       4095.88
     100000      1169.23
     1000000     6589.07
     10000000    1995.61
   N=100, steps=73111598
     Blaze       = 1        (2.03838)
   N=1000, steps=8980801
     Blaze       = 1        (1.99696)
   N=10000, steps=408730
     Blaze       = 1        (1.99581)
   N=100000, steps=11521
     Blaze       = 1        (1.9707)
   N=1000000, steps=6439
     Blaze       = 1        (1.95445)
   N=10000000, steps=196
     Blaze       = 1        (1.96431)
