
 Daxpy product:
   Blaze [MFlop/s]:
     100         7118.85
     1000        9489.86
     10000       4115.53
     100000      7993.9
     1000000     8545.92
     10000000    3273.57
   N=100, steps=72265719
     Blaze       = 1        (2.03027)
   N=1000, steps=9012094
     Blaze       = 1        (1.89931)
   N=10000, steps=408884
     Blaze       = 1        (1.98703)
   N=100000, steps=72977
     Blaze       = 1        (1.82582)
   N=1000000, steps=8186
     Blaze       = 1        (1.91577)
   N=10000000, steps=231
     Blaze       = 1        (1.4113)
