
 Daxpy product:
   Blaze [MFlop/s]:
     100         7155.87
     1000        9369.29
     10000       4077.77
     100000      2852
     1000000     2464.51
     10000000    1395
   N=100, steps=72647777
     Blaze       = 1        (2.03044)
   N=1000, steps=8978188
     Blaze       = 1        (1.91651)
   N=10000, steps=408190
     Blaze       = 1        (2.00203)
   N=100000, steps=27522
     Blaze       = 1        (1.93001)
   N=1000000, steps=2482
     Blaze       = 1        (2.01419)
   N=10000000, steps=139
     Blaze       = 1        (1.99283)
