
 Daxpy product:
   Blaze [MFlop/s]:
     100         6781.89
     1000        9496.55
     10000       4093.79
     100000      2983.56
     1000000     6833.25
     10000000    2437.44
   N=100, steps=71626213
     Blaze       = 1        (2.11228)
   N=1000, steps=9397695
     Blaze       = 1        (1.97918)
   N=10000, steps=406953
     Blaze       = 1        (1.98815)
   N=100000, steps=28825
     Blaze       = 1        (1.93226)
   N=1000000, steps=6862
     Blaze       = 1        (2.00842)
   N=10000000, steps=191
     Blaze       = 1        (1.56722)
