
 Daxpy product:
   Blaze [MFlop/s]:
     100         7137.22
     1000        9030.52
     10000       4114.79
     100000      7002.16
     1000000     8631.51
     10000000    3815.21
   N=100, steps=70836263
     Blaze       = 1        (1.98498)
   N=1000, steps=8971119
     Blaze       = 1        (1.98685)
   N=10000, steps=406327
     Blaze       = 1        (1.97496)
   N=100000, steps=74050
     Blaze       = 1        (2.11506)
   N=1000000, steps=7408
     Blaze       = 1        (1.7165)
   N=10000000, steps=204
     Blaze       = 1        (1.06941)
