
 Daxpy product:
   Blaze [MFlop/s]:
     100         7129.41
     1000        9456.28
     10000       4099.17
     100000      7672.67
     1000000     10273.9
     10000000    3206.15
   N=100, steps=72230929
     Blaze       = 1        (2.02628)
   N=1000, steps=9006373
     Blaze       = 1        (1.90484)
   N=10000, steps=407617
     Blaze       = 1        (1.98878)
   N=100000, steps=67375
     Blaze       = 1        (1.75623)
   N=1000000, steps=7371
     Blaze       = 1        (1.4349)
   N=10000000, steps=217
     Blaze       = 1        (1.35365)
