
 Daxpy product:
   Blaze [MFlop/s]:
     100         7218.06
     1000        8999.62
     10000       4081.95
     100000      2200.35
     1000000     7258.83
     10000000    2695
   N=100, steps=73843060
     Blaze       = 1        (2.04606)
   N=1000, steps=9026614
     Blaze       = 1        (2.006)
   N=10000, steps=408395
     Blaze       = 1        (2.00098)
   N=100000, steps=21461
     Blaze       = 1        (1.95069)
   N=1000000, steps=7152
     Blaze       = 1        (1.97057)
   N=10000000, steps=203
     Blaze       = 1        (1.50649)
