
 Daxpy product:
   Blaze [MFlop/s]:
     100         6794.52
     1000        9503.82
     10000       4066.7
     100000      3032.43
     1000000     6181.1
     10000000    2663.62
   N=100, steps=63215811
     Blaze       = 1        (1.86079)
   N=1000, steps=9138636
     Blaze       = 1        (1.92315)
   N=10000, steps=403135
     Blaze       = 1        (1.98262)
   N=100000, steps=29510
     Blaze       = 1        (1.94629)
   N=1000000, steps=6181
     Blaze       = 1        (1.99997)
   N=10000000, steps=212
     Blaze       = 1        (1.59182)
