
 Daxpy product:
   Blaze [MFlop/s]:
     100         7182.25
     1000        8956.33
     10000       4066.97
     100000      2164.07
     1000000     2351.2
     10000000    1375.71
   N=100, steps=72397987
     Blaze       = 1        (2.01602)
   N=1000, steps=8934052
     Blaze       = 1        (1.99503)
   N=10000, steps=409491
     Blaze       = 1        (2.01374)
   N=100000, steps=21370
     Blaze       = 1        (1.97499)
   N=1000000, steps=2316
     Blaze       = 1        (1.97006)
   N=10000000, steps=92
     Blaze       = 1        (1.33749)
