
 Daxpy product:
   Blaze [MFlop/s]:
     1           320.733
     2           641.319
     3           962.022
     4           1281.81
     5           1341.9
     6           1609.42
     7           1876.05
     8           1153.36
     9           2159.98
     10          2417
     11          2662.3
     12          2902.55
     13          3116.96
     14          3360.31
     15          2875.79
     16          3838.16
     17          3574.96
     18          2731.13
     19          4002.17
     20          4212.43
     22          4200.75
     24          4579.84
     26          4513.34
     28          4863.34
     30          4623.76
     33          4921.78
     36          5366.47
     39          5298.2
     42          5100.76
     46          5398.24
     50          5381.37
     55          5673.43
     60          5813.53
     66          6153.57
     72          6524.95
     79          6551.19
     86          6728.05
     94          7013
     103         7016.59
     113         7206.39
     124         7525.03
     136         7686.47
     149         7660.63
     163         7802.33
     179         7929.14
     196         8052.83
     215         8220.55
     236         8270.34
     259         8259.03
     284         8428.61
     312         8553.83
     343         8781.11
     377         8567.78
     414         8819.08
     455         8975.2
     500         9441.02
     550         8582.5
     605         9169.05
     665         8746.92
     731         8782.71
     804         8848.37
     884         8941.37
     972         8993.62
     1069        9292.29
     1175        9251.88
     1292        9163.2
     1421        9433.29
     1563        7708.88
     1719        9459.44
     1890        8184.37
     2079        6439.11
     2286        4098.82
     2514        4062.45
     2765        4036.15
     3041        4019.74
     3345        3988.39
     3679        4029.5
     4046        4084.65
     4450        4044.44
     4895        4040.56
     5384        4073.52
     5922        4068.85
     6514        4052.04
     7165        3578.22
     7881        3871.81
     8669        3788.39
     9535        3810.7
     10488       3775.56
     11536       3683.15
     12689       3622.2
     13957       3580.67
     15352       3214.96
     16887       2932.35
     18575       3510.73
     20432       3444.06
     22475       3353.21
     24722       3146.39
     27194       3084.6
     29913       3046.86
     32904       2894.85
     36194       2876.72
     39813       666.863
     43794       741.107
     48173       817.716
     52990       901.106
     58289       993.616
     64117       1089.2
     70528       1196.36
     77580       1309
     85338       1426.33
     93871       1555.94
     103258      1694.05
     113583      1827.89
     124941      1973.24
     137435      2136.8
     151178      2302.79
     166295      2486.82
     182924      2672.52
     201216      2845.32
     221337      3066.98
     243470      3276.85
     267817      3497.96
     294598      3742.27
     324057      3941.96
     356462      4206.25
     392108      4442.05
     431318      4713.87
     474449      4933.1
     521893      5219.78
     574082      5495.3
     631490      5727.05
     694639      5917.88
     764102      6187.65
     840512      6402.23
     924563      6530.6
     1017019     6662.12
     1118720     6407.8
     1230592     5909.27
     1353651     5175.86
     1489016     4389.2
     1637917     3557.34
     1801708     2822.15
     1981878     2401.36
     2180065     2143.15
     2398071     1995.5
     2637878     1906.82
     2901665     1849.77
     3191831     1806.58
     3511014     2115.44
     3862115     3065.34
     4248326     1719.87
     4673158     2139.93
     5140474     1713.45
     5654521     1702.81
     6219973     1693.52
     6841970     1687.9
     7526167     1677.06
     8278784     1671.25
     9106663     1672.27
     10000000    1670.3
   N=1, steps=321488752
     Blaze       = 1        (2.00471)
   N=2, steps=321712159
     Blaze       = 1        (2.00657)
   N=3, steps=321716940
     Blaze       = 1        (2.00651)
   N=4, steps=321556330
     Blaze       = 1        (2.00689)
   N=5, steps=274436771
     Blaze       = 1        (2.04513)
   N=6, steps=274609733
     Blaze       = 1        (2.04752)
   N=7, steps=274593927
     Blaze       = 1        (2.04916)
   N=8, steps=261451455
     Blaze       = 1        (3.62697)
   N=9, steps=242972780
     Blaze       = 1        (2.0248)
   N=10, steps=243236917
     Blaze       = 1        (2.01272)
   N=11, steps=244730843
     Blaze       = 1        (2.02234)
   N=12, steps=244632789
     Blaze       = 1        (2.02277)
   N=13, steps=263104002
     Blaze       = 1        (2.19467)
   N=14, steps=186720613
     Blaze       = 1        (1.55586)
   N=15, steps=263061709
     Blaze       = 1        (2.74424)
   N=16, steps=263042042
     Blaze       = 1        (2.19307)
   N=17, steps=170323641
     Blaze       = 1        (1.61988)
   N=18, steps=219372404
     Blaze       = 1        (2.89163)
   N=19, steps=219307112
     Blaze       = 1        (2.08229)
   N=20, steps=219472125
     Blaze       = 1        (2.08404)
   N=22, steps=185847143
     Blaze       = 1        (1.94662)
   N=24, steps=188100170
     Blaze       = 1        (1.97143)
   N=26, steps=176728293
     Blaze       = 1        (2.03616)
   N=28, steps=147917865
     Blaze       = 1        (1.70323)
   N=30, steps=170306225
     Blaze       = 1        (2.20997)
   N=33, steps=151309644
     Blaze       = 1        (2.02903)
   N=36, steps=151298746
     Blaze       = 1        (2.02992)
   N=39, steps=142544669
     Blaze       = 1        (2.09854)
   N=42, steps=115300190
     Blaze       = 1        (1.89878)
   N=46, steps=118689791
     Blaze       = 1        (2.02278)
   N=50, steps=112222260
     Blaze       = 1        (2.08538)
   N=55, steps=104281816
     Blaze       = 1        (2.02188)
   N=60, steps=98690707
     Blaze       = 1        (2.03713)
   N=66, steps=95513155
     Blaze       = 1        (2.04885)
   N=72, steps=91667505
     Blaze       = 1        (2.02302)
   N=79, steps=81110069
     Blaze       = 1        (1.95619)
   N=86, steps=80914956
     Blaze       = 1        (2.06856)
   N=94, steps=75664421
     Blaze       = 1        (2.02836)
   N=103, steps=70795000
     Blaze       = 1        (2.07847)
   N=113, steps=64122097
     Blaze       = 1        (2.01094)
   N=124, steps=60686775
     Blaze       = 1        (2.00004)
   N=136, steps=57832554
     Blaze       = 1        (2.04651)
   N=149, steps=51921271
     Blaze       = 1        (2.01975)
   N=163, steps=46157694
     Blaze       = 1        (1.92858)
   N=179, steps=44507320
     Blaze       = 1        (2.0095)
   N=196, steps=41488118
     Blaze       = 1        (2.01958)
   N=215, steps=38639899
     Blaze       = 1        (2.02117)
   N=236, steps=35327306
     Blaze       = 1        (2.01618)
   N=259, steps=31550963
     Blaze       = 1        (1.97885)
   N=284, steps=29741448
     Blaze       = 1        (2.00426)
   N=312, steps=27360627
     Blaze       = 1        (1.99595)
   N=343, steps=25686466
     Blaze       = 1        (2.00669)
   N=377, steps=22895357
     Blaze       = 1        (2.01489)
   N=414, steps=21544991
     Blaze       = 1        (2.0228)
   N=455, steps=19806135
     Blaze       = 1        (2.00815)
   N=500, steps=18519123
     Blaze       = 1        (1.96156)
   N=550, steps=15926857
     Blaze       = 1        (2.04131)
   N=605, steps=15045109
     Blaze       = 1        (1.98544)
   N=665, steps=13357315
     Blaze       = 1        (2.03103)
   N=731, steps=12420097
     Blaze       = 1        (2.06749)
   N=804, steps=11712008
     Blaze       = 1        (2.12841)
   N=884, steps=10604454
     Blaze       = 1        (2.09685)
   N=972, steps=9439650
     Blaze       = 1        (2.04041)
   N=1069, steps=8727624
     Blaze       = 1        (2.00808)
   N=1175, steps=7853738
     Blaze       = 1        (1.99487)
   N=1292, steps=7035484
     Blaze       = 1        (1.98399)
   N=1421, steps=6657961
     Blaze       = 1        (2.00587)
   N=1563, steps=4931761
     Blaze       = 1        (1.99986)
   N=1719, steps=5398701
     Blaze       = 1        (1.96214)
   N=1890, steps=4832864
     Blaze       = 1        (2.23209)
   N=2079, steps=3134681
     Blaze       = 1        (2.02419)
   N=2286, steps=1831260
     Blaze       = 1        (2.04267)
   N=2514, steps=1623113
     Blaze       = 1        (2.00889)
   N=2765, steps=1468532
