
 Daxpy product:
   Blaze [MFlop/s]:
     1           321.138
     2           642.368
     3           963.912
     4           1284.92
     5           1339.27
     6           1609.09
     7           1885.64
     8           2098.88
     9           2193.04
     10          2436.32
     11          2680.25
     12          2920.2
     13          3145.33
     14          3345.54
     15          3584.27
     16          3823.25
     17          2968.74
     18          3795.85
     19          4006.33
     20          4217.57
     22          4201.91
     24          4583.75
     26          4192.99
     28          3882.32
     30          5032.5
     33          4909.29
     36          5053.41
     39          5263.68
     42          5134.9
     46          5381.89
     50          5338.32
     55          5803.69
     60          6104.94
     66          6168.74
     72          6453.24
     79          6559.95
     86          6559.2
     94          6779.74
     103         7177.63
     113         7249.97
     124         7565.54
     136         7657.58
     149         7598.4
     163         7745.88
     179         7817.11
     196         8189.76
     215         8142.78
     236         8425.52
     259         8384.47
     284         8688.88
     312         8501.99
     343         8545.49
     377         5580.44
     414         5630.71
     455         5641.08
     500         5547.08
     550         5612.2
     605         5610.5
     665         5601.99
     731         5623.23
     804         8874.01
     884         8949.68
     972         8926.18
     1069        9451.25
     1175        9272.15
     1292        9060.98
     1421        9415.46
     1563        7729.01
     1719        9492.12
     1890        9288.54
     2079        6329.01
     2286        4157.24
     2514        4062.27
     2765        4021.88
     3041        4024.14
     3345        4080.4
     3679        4043.82
     4046        4086.8
     4450        4045.94
     4895        4085.18
     5384        4085.83
     5922        4086.53
     6514        4087.27
     7165        3600.69
     7881        4095.32
     8669        4049.07
     9535        4094.65
     10488       4108.95
     11536       4077.97
     12689       4034.76
     13957       3991.25
     15352       3513.41
     16887       3376.15
     18575       3724.18
     20432       3565.26
     22475       3436.58
     24722       3269.28
     27194       2942.52
     29913       2893.37
     32904       2875.77
     36194       2872.36
     39813       1214.78
     43794       1280.34
     48173       1332.08
     52990       1390.16
     58289       1450.51
     64117       1529.73
     70528       1602.02
     77580       1662.35
     85338       1732.87
     93871       1808.98
     103258      1832.05
     113583      1917.65
     124941      1892.95
     137435      1988.17
     151178      2044.75
     166295      2099.21
     182924      2191.03
     201216      2073.26
     221337      2218.62
     243470      2268.2
     267817      2300.46
     294598      2323.28
     324057      2344.11
     356462      2377.73
     392108      2413.63
     431318      2459.98
     474449      2479.23
     521893      2505.05
     574082      2518.47
     631490      2495.5
     694639      2496.92
     764102      2453.4
     840512      2405.22
     924563      2306.33
     1017019     2160.16
     1118720     1932.81
     1230592     1690.73
     1353651     1480.62
     1489016     1314.08
     1637917     1188.19
     1801708     1126.28
     1981878     1079.25
     2180065     1038.44
     2398071     1000.89
     2637878     1002.17
     2901665     1002.37
     3191831     981.708
     3511014     984.9
     3862115     971.663
     4248326     919.431
     4673158     919.109
     5140474     922.395
     5654521     923.409
     6219973     924.891
     6841970     926.07
     7526167     927.063
     8278784     928.319
     9106663     928.76
     10000000    929.936
   N=1, steps=318036446
     Blaze       = 1        (1.98068)
   N=2, steps=321204065
     Blaze       = 1        (2.00013)
   N=3, steps=321644149
     Blaze       = 1        (2.00212)
   N=4, steps=321643046
     Blaze       = 1        (2.00257)
   N=5, steps=275477824
     Blaze       = 1        (2.05693)
   N=6, steps=266329358
     Blaze       = 1        (1.98619)
   N=7, steps=275458683
     Blaze       = 1        (2.04516)
   N=8, steps=275502900
     Blaze       = 1        (2.10019)
   N=9, steps=243178077
     Blaze       = 1        (1.99595)
   N=10, steps=242971103
     Blaze       = 1        (1.99457)
   N=11, steps=244296049
     Blaze       = 1        (2.00523)
   N=12, steps=244257890
     Blaze       = 1        (2.00746)
   N=13, steps=262630208
     Blaze       = 1        (2.17096)
   N=14, steps=186733124
     Blaze       = 1        (1.56283)
   N=15, steps=262731942
     Blaze       = 1        (2.19904)
   N=16, steps=147922373
     Blaze       = 1        (1.23809)
   N=17, steps=216627026
     Blaze       = 1        (2.48096)
   N=18, steps=216504057
     Blaze       = 1        (2.05333)
   N=19, steps=216537368
     Blaze       = 1        (2.05385)
   N=20, steps=216485074
     Blaze       = 1        (2.05317)
   N=22, steps=183741076
     Blaze       = 1        (1.92403)
   N=24, steps=186262946
     Blaze       = 1        (1.95051)
   N=26, steps=146582311
     Blaze       = 1        (1.81786)
   N=28, steps=175615192
     Blaze       = 1        (2.53314)
   N=30, steps=169847682
     Blaze       = 1        (2.02501)
   N=33, steps=150759045
     Blaze       = 1        (2.02679)
   N=36, steps=150784080
     Blaze       = 1        (2.14834)
   N=39, steps=140959499
     Blaze       = 1        (2.08881)
   N=42, steps=107836307
     Blaze       = 1        (1.76406)
   N=46, steps=118290554
     Blaze       = 1        (2.0221)
   N=50, steps=111587665
     Blaze       = 1        (2.09031)
   N=55, steps=103560203
     Blaze       = 1        (1.96282)
   N=60, steps=100915590
     Blaze       = 1        (1.98362)
   N=66, steps=94578721
     Blaze       = 1        (2.02382)
   N=72, steps=90987927
     Blaze       = 1        (2.03034)
   N=79, steps=84101160
     Blaze       = 1        (2.02562)
   N=86, steps=79425471
     Blaze       = 1        (2.08275)
   N=94, steps=71753588
     Blaze       = 1        (1.9897)
   N=103, steps=68878219
     Blaze       = 1        (1.97682)
   N=113, steps=64086066
     Blaze       = 1        (1.99773)
   N=124, steps=56604417
     Blaze       = 1        (1.8555)
   N=136, steps=55278794
     Blaze       = 1        (1.96352)
   N=149, steps=51593279
     Blaze       = 1        (2.02342)
   N=163, steps=48091113
     Blaze       = 1        (2.02401)
   N=179, steps=44364327
     Blaze       = 1        (2.03175)
   N=196, steps=41297180
     Blaze       = 1        (1.97667)
   N=215, steps=38114087
     Blaze       = 1        (2.01271)
   N=236, steps=34238799
     Blaze       = 1        (1.91807)
   N=259, steps=32059675
     Blaze       = 1        (1.98067)
   N=284, steps=29787729
     Blaze       = 1        (1.94725)
   N=312, steps=27899261
     Blaze       = 1        (2.04765)
   N=343, steps=25528942
     Blaze       = 1        (2.04937)
   N=377, steps=22266081
     Blaze       = 1        (3.00848)
   N=414, steps=21572415
     Blaze       = 1        (3.17224)
   N=455, steps=19730188
     Blaze       = 1        (3.18281)
   N=500, steps=17975146
     Blaze       = 1        (3.24047)
   N=550, steps=16054926
     Blaze       = 1        (3.14679)
   N=605, steps=15051957
     Blaze       = 1        (3.24621)
   N=665, steps=13240856
     Blaze       = 1        (3.14358)
   N=731, steps=12345445
     Blaze       = 1        (3.20973)
   N=804, steps=11783538
     Blaze       = 1        (2.13522)
   N=884, steps=10612950
     Blaze       = 1        (2.09658)
   N=972, steps=9400216
     Blaze       = 1        (2.04724)
   N=1069, steps=8713083
     Blaze       = 1        (1.97102)
   N=1175, steps=7922181
     Blaze       = 1        (2.00785)
   N=1292, steps=7017735
     Blaze       = 1        (2.00131)
   N=1421, steps=6656989
     Blaze       = 1        (2.00937)
   N=1563, steps=4937104
     Blaze       = 1        (1.99681)
   N=1719, steps=5530085
     Blaze       = 1        (2.00297)
   N=1890, steps=4629210
     Blaze       = 1        (1.88387)
   N=2079, steps=3081897
     Blaze       = 1        (2.02473)
   N=2286, steps=1795593
     Blaze       = 1        (1.97474)
   N=2514, steps=1591080
     Blaze       = 1        (1.96933)
   N=2765, steps=1429337
     Blaze       = 1        (1.96531)
   N=3041, steps=1290656
     Blaze       = 1        (1.95067)
   N=3345, steps=1149391
     Blaze       = 1        (1.88448)
   N=3679, steps=1091588
     Blaze       = 1        (1.98622)
   N=4046, steps=1003548
     Blaze       = 1        (1.98706)
   N=4450, steps=912300
     Blaze       = 1        (2.00682)
   N=4895, steps=832676
     Blaze       = 1        (1.99548)
   N=5384, steps=764791
     Blaze       = 1        (2.01557)
   N=5922, steps=689983
     Blaze       = 1        (1.99978)
   N=6514, steps=628778
     Blaze       = 1        (2.0042)
   N=7165, steps=500835
     Blaze       = 1        (1.99322)
   N=7881, steps=517559
     Blaze       = 1        (1.99197)
   N=8669, steps=469817
     Blaze       = 1        (2.01174)
   N=9535, steps=425432
     Blaze       = 1        (1.98136)
   N=10488, steps=389319
     Blaze       = 1        (1.98746)
   N=11536, steps=350153
     Blaze       = 1        (1.98107)
   N=12689, steps=313452
     Blaze       = 1        (1.97156)
   N=13957, steps=282464
     Blaze       = 1        (1.9755)
   N=15352, steps=242946
     Blaze       = 1        (2.12313)
   N=16887, steps=212334
     Blaze       = 1        (2.12413)
   N=18575, steps=191937
     Blaze       = 1        (1.91464)
   N=20432, steps=166785
     Blaze       = 1        (1.91164)
   N=22475, steps=146463
     Blaze       = 1        (1.91572)
   N=24722, steps=127586
     Blaze       = 1        (1.92959)
   N=27194, steps=107640
     Blaze       = 1        (1.98956)
   N=29913, steps=95407
     Blaze       = 1        (1.97272)
   N=32904, steps=85772
     Blaze       = 1        (1.96278)
   N=36194, steps=77786
     Blaze       = 1        (1.96033)
   N=39813, steps=27442
     Blaze       = 1        (1.79875)
   N=43794, steps=28360
     Blaze       = 1        (1.9401)
   N=48173, steps=26613
     Blaze       = 1        (1.92486)
   N=52990, steps=25530
     Blaze       = 1        (1.9463)
   N=58289, steps=24396
     Blaze       = 1        (1.96072)
   N=64117, steps=23556
     Blaze       = 1        (1.97465)
   N=70528, steps=22018
     Blaze       = 1        (1.93866)
   N=77580, steps=21136
     Blaze       = 1        (1.97278)
   N=85338, steps=19734
     Blaze       = 1        (1.94367)
   N=93871, steps=18564
     Blaze       = 1        (1.92664)
   N=103258, steps=17550
     Blaze       = 1        (1.97831)
   N=113583, steps=16164
     Blaze       = 1        (1.9148)
   N=124941, steps=15205
     Blaze       = 1        (2.00716)
   N=137435, steps=14165
     Blaze       = 1        (1.95835)
   N=151178, steps=13161
     Blaze       = 1        (1.94611)
   N=166295, steps=12322
     Blaze       = 1        (1.95225)
   N=182924, steps=11646
     Blaze       = 1        (1.94459)
   N=201216, steps=10748
     Blaze       = 1        (2.08625)
   N=221337, steps=9974
     Blaze       = 1        (1.99008)
   N=243470, steps=9158
     Blaze       = 1        (1.96605)
   N=267817, steps=8469
     Blaze       = 1        (1.9719)
   N=294598, steps=7804
     Blaze       = 1        (1.97914)
   N=324057, steps=7027
     Blaze       = 1        (1.94287)
   N=356462, steps=6558
     Blaze       = 1        (1.96631)
   N=392108, steps=6097
     Blaze       = 1        (1.98098)
   N=431318, steps=5591
     Blaze       = 1        (1.96058)
   N=474449, steps=5153
     Blaze       = 1        (1.97225)
   N=521893, steps=4686
     Blaze       = 1        (1.95253)
   N=574082, steps=4253
     Blaze       = 1        (1.93893)
   N=631490, steps=3936
     Blaze       = 1        (1.99202)
   N=694639, steps=3586
     Blaze       = 1        (1.99524)
   N=764102, steps=3229
     Blaze       = 1        (2.01132)
   N=840512, steps=2756
     Blaze       = 1        (1.92619)
   N=924563, steps=2285
     Blaze       = 1        (1.83202)
   N=1017019, steps=1962
     Blaze       = 1        (1.84745)
   N=1118720, steps=1546
     Blaze       = 1        (1.78967)
   N=1230592, steps=1208
     Blaze       = 1        (1.75847)
   N=1353651, steps=964
     Blaze       = 1        (1.76266)
   N=1489016, steps=1047
     Blaze       = 1        (2.37276)
   N=1637917, steps=652
     Blaze       = 1        (1.79757)
   N=1801708, steps=551
     Blaze       = 1        (1.76286)
   N=1981878, steps=483
     Blaze       = 1        (1.77391)
   N=2180065, steps=437
     Blaze       = 1        (1.83485)
   N=2398071, steps=386
     Blaze       = 1        (1.84967)
   N=2637878, steps=348
     Blaze       = 1        (1.83199)
   N=2901665, steps=268
     Blaze       = 1        (1.55162)
   N=3191831, steps=286
     Blaze       = 1        (1.85975)
   N=3511014, steps=244
     Blaze       = 1        (1.73964)
   N=3862115, steps=237
     Blaze       = 1        (1.88403)
   N=4248326, steps=318
     Blaze       = 1        (2.9387)
   N=4673158, steps=169
     Blaze       = 1        (1.71854)
   N=5140474, steps=179
     Blaze       = 1        (1.99512)
   N=5654521, steps=226
     Blaze       = 1        (2.76783)
   N=6219973, steps=123
     Blaze       = 1        (1.65437)
   N=6841970, steps=135
     Blaze       = 1        (1.99481)
   N=7526167, steps=39
     Blaze       = 1        (0.633227)
   N=8278784, steps=112
     Blaze       = 1        (1.99764)
   N=9106663, steps=36
     Blaze       = 1        (0.705973)
   N=10000000, steps=92
     Blaze       = 1        (1.97863)
