run # 1

std::seq: 1.22417e+07 microsec. 

std::par: 1.22969e+07 microsec. 

std::par_unseq: 1.23306e+07 microsec. 

run # 2

std::seq: 1.22606e+07 microsec. 

std::par: 1.23027e+07 microsec. 

std::par_unseq: 1.23653e+07 microsec. 

run # 3

std::seq: 1.22658e+07 microsec. 

std::par: 1.22078e+07 microsec. 

std::par_unseq: 1.2365e+07 microsec. 

run # 4

std::seq: 1.23699e+07 microsec. 

std::par: 1.23372e+07 microsec. 

std::par_unseq: 1.24754e+07 microsec. 

run # 5

std::seq: 1.22196e+07 microsec. 

std::par: 1.22626e+07 microsec. 

std::par_unseq: 1.23212e+07 microsec. 

run # 6

std::seq: 1.2445e+07 microsec. 

std::par: 1.22225e+07 microsec. 

std::par_unseq: 1.23318e+07 microsec. 

