run # 1

std::seq: 1.22311e+07 microsec. 

std::par: 1.22937e+07 microsec. 

std::par_unseq: 1.23385e+07 microsec. 

run # 2

std::seq: 1.22219e+07 microsec. 

std::par: 1.22364e+07 microsec. 

std::par_unseq: 1.23379e+07 microsec. 

run # 3

std::seq: 1.22551e+07 microsec. 

std::par: 1.22165e+07 microsec. 

std::par_unseq: 1.23611e+07 microsec. 

run # 4

std::seq: 1.22716e+07 microsec. 

std::par: 1.22236e+07 microsec. 

std::par_unseq: 1.23724e+07 microsec. 

run # 5

std::seq: 1.22096e+07 microsec. 

std::par: 1.22557e+07 microsec. 

std::par_unseq: 1.23103e+07 microsec. 

run # 6

std::seq: 1.22144e+07 microsec. 

std::par: 1.22632e+07 microsec. 

std::par_unseq: 1.23181e+07 microsec. 

