run # 1

std::seq: 1.22568e+07 microsec. 

std::par: 1.22005e+07 microsec. 

std::par_unseq: 1.25755e+07 microsec. 

run # 2

std::seq: 1.22676e+07 microsec. 

std::par: 1.21989e+07 microsec. 

std::par_unseq: 1.23685e+07 microsec. 

run # 3

std::seq: 1.25686e+07 microsec. 

std::par: 1.25666e+07 microsec. 

std::par_unseq: 1.26498e+07 microsec. 

run # 4

std::seq: 1.2838e+07 microsec. 

std::par: 1.28348e+07 microsec. 

std::par_unseq: 1.28581e+07 microsec. 

run # 5

std::seq: 1.22116e+07 microsec. 

std::par: 1.22706e+07 microsec. 

std::par_unseq: 1.23293e+07 microsec. 

run # 6

std::seq: 1.22481e+07 microsec. 

std::par: 1.2224e+07 microsec. 

std::par_unseq: 1.23412e+07 microsec. 

