run # 1

std::seq: 1.23047e+07 microsec. 

std::par: 1.22601e+07 microsec. 

std::par_unseq: 1.24197e+07 microsec. 

run # 2

std::seq: 1.22313e+07 microsec. 

std::par: 1.22217e+07 microsec. 

std::par_unseq: 1.23337e+07 microsec. 

run # 3

std::seq: 1.22237e+07 microsec. 

std::par: 1.22659e+07 microsec. 

std::par_unseq: 1.23088e+07 microsec. 

run # 4

std::seq: 1.22644e+07 microsec. 

std::par: 1.2291e+07 microsec. 

std::par_unseq: 1.23706e+07 microsec. 

run # 5

std::seq: 1.23251e+07 microsec. 

std::par: 1.22276e+07 microsec. 

std::par_unseq: 1.23946e+07 microsec. 

run # 6

std::seq: 1.22595e+07 microsec. 

std::par: 1.23279e+07 microsec. 

std::par_unseq: 1.23235e+07 microsec. 

