run # 1

std::seq: 1.22027e+07 microsec. 

std::par: 1.22411e+07 microsec. 

std::par_unseq: 1.23386e+07 microsec. 

run # 2

std::seq: 1.2248e+07 microsec. 

std::par: 1.23406e+07 microsec. 

std::par_unseq: 1.23585e+07 microsec. 

run # 3

std::seq: 1.23227e+07 microsec. 

std::par: 1.22085e+07 microsec. 

std::par_unseq: 1.2429e+07 microsec. 

run # 4

std::seq: 1.22374e+07 microsec. 

std::par: 1.22458e+07 microsec. 

std::par_unseq: 1.2354e+07 microsec. 

run # 5

std::seq: 1.27379e+07 microsec. 

std::par: 1.27455e+07 microsec. 

std::par_unseq: 1.27999e+07 microsec. 

run # 6

std::seq: 1.22004e+07 microsec. 

std::par: 1.22383e+07 microsec. 

std::par_unseq: 1.23292e+07 microsec. 

