run # 1

std::seq: 1.22616e+07 microsec. 

std::par: 1.22105e+07 microsec. 

std::par_unseq: 1.23794e+07 microsec. 

run # 2

std::seq: 1.28131e+07 microsec. 

std::par: 1.28682e+07 microsec. 

std::par_unseq: 1.28511e+07 microsec. 

run # 3

std::seq: 1.22113e+07 microsec. 

std::par: 1.22562e+07 microsec. 

std::par_unseq: 1.23142e+07 microsec. 

run # 4

std::seq: 1.22583e+07 microsec. 

std::par: 1.22318e+07 microsec. 

std::par_unseq: 1.23424e+07 microsec. 

run # 5

std::seq: 1.22522e+07 microsec. 

std::par: 1.22225e+07 microsec. 

std::par_unseq: 1.23602e+07 microsec. 

run # 6

std::seq: 1.22302e+07 microsec. 

std::par: 1.22412e+07 microsec. 

std::par_unseq: 1.23628e+07 microsec. 

