run # 1

std::seq: 1.22059e+07 microsec. 

std::par: 1.22248e+07 microsec. 

std::par_unseq: 1.23814e+07 microsec. 

run # 2

std::seq: 1.2251e+07 microsec. 

std::par: 1.22207e+07 microsec. 

std::par_unseq: 1.23587e+07 microsec. 

run # 3

std::seq: 1.22812e+07 microsec. 

std::par: 1.22212e+07 microsec. 

std::par_unseq: 1.23785e+07 microsec. 

run # 4

std::seq: 1.2207e+07 microsec. 

std::par: 1.22362e+07 microsec. 

std::par_unseq: 1.23196e+07 microsec. 

run # 5

std::seq: 1.22223e+07 microsec. 

std::par: 1.2239e+07 microsec. 

std::par_unseq: 1.23105e+07 microsec. 

run # 6

std::seq: 1.2223e+07 microsec. 

std::par: 1.22192e+07 microsec. 

std::par_unseq: 1.23398e+07 microsec. 

