run # 1

std::seq: 1.2495e+07 microsec. 

std::par: 1.25396e+07 microsec. 

std::par_unseq: 1.2573e+07 microsec. 

run # 2

std::seq: 1.23075e+07 microsec. 

std::par: 1.22165e+07 microsec. 

std::par_unseq: 1.24152e+07 microsec. 

run # 3

std::seq: 1.2223e+07 microsec. 

std::par: 1.22211e+07 microsec. 

std::par_unseq: 1.23422e+07 microsec. 

run # 4

std::seq: 1.22178e+07 microsec. 

std::par: 1.23116e+07 microsec. 

std::par_unseq: 1.23336e+07 microsec. 

run # 5

std::seq: 1.22561e+07 microsec. 

std::par: 1.22435e+07 microsec. 

std::par_unseq: 1.23148e+07 microsec. 

run # 6

std::seq: 1.22547e+07 microsec. 

std::par: 1.22177e+07 microsec. 

std::par_unseq: 1.23803e+07 microsec. 

