run # 1

std::seq: 1.24817e+07 microsec. 

std::par: 1.24883e+07 microsec. 

std::par_unseq: 1.2511e+07 microsec. 

run # 2

std::seq: 1.2215e+07 microsec. 

std::par: 1.22122e+07 microsec. 

std::par_unseq: 1.23251e+07 microsec. 

run # 3

std::seq: 1.34143e+07 microsec. 

std::par: 1.33875e+07 microsec. 

std::par_unseq: 1.34348e+07 microsec. 

run # 4

std::seq: 1.22138e+07 microsec. 

std::par: 1.22233e+07 microsec. 

std::par_unseq: 1.23196e+07 microsec. 

run # 5

std::seq: 1.22143e+07 microsec. 

std::par: 1.22245e+07 microsec. 

std::par_unseq: 1.23256e+07 microsec. 

run # 6

std::seq: 1.22269e+07 microsec. 

std::par: 1.22185e+07 microsec. 

std::par_unseq: 1.23382e+07 microsec. 

