run # 1

std::seq: 1.22251e+07 microsec. 

std::par: 1.2204e+07 microsec. 

std::par_unseq: 1.23354e+07 microsec. 

run # 2

std::seq: 1.22316e+07 microsec. 

std::par: 1.22021e+07 microsec. 

std::par_unseq: 1.233e+07 microsec. 

run # 3

std::seq: 1.22205e+07 microsec. 

std::par: 1.22225e+07 microsec. 

std::par_unseq: 1.23083e+07 microsec. 

run # 4

std::seq: 1.22387e+07 microsec. 

std::par: 1.22078e+07 microsec. 

std::par_unseq: 1.23276e+07 microsec. 

run # 5

std::seq: 1.22169e+07 microsec. 

std::par: 1.22127e+07 microsec. 

std::par_unseq: 1.23251e+07 microsec. 

run # 6

std::seq: 1.22087e+07 microsec. 

std::par: 1.22048e+07 microsec. 

std::par_unseq: 1.23242e+07 microsec. 

