run # 1

std::seq: 1.22653e+07 microsec. 

std::par: 1.22022e+07 microsec. 

std::par_unseq: 1.23662e+07 microsec. 

run # 2

std::seq: 1.22422e+07 microsec. 

std::par: 1.22193e+07 microsec. 

std::par_unseq: 1.23334e+07 microsec. 

run # 3

std::seq: 1.22096e+07 microsec. 

std::par: 1.22609e+07 microsec. 

std::par_unseq: 1.23103e+07 microsec. 

run # 4

std::seq: 1.22295e+07 microsec. 

std::par: 1.22369e+07 microsec. 

std::par_unseq: 1.23407e+07 microsec. 

run # 5

std::seq: 1.22665e+07 microsec. 

std::par: 1.22064e+07 microsec. 

std::par_unseq: 1.23681e+07 microsec. 

run # 6

std::seq: 1.226e+07 microsec. 

std::par: 1.22145e+07 microsec. 

std::par_unseq: 1.23595e+07 microsec. 

