
 Daxpy product:
   Blaze [MFlop/s]:
     100         6101.88
     1000        6309.03
     10000       4218.37
     100000      2686.11
     1000000     3999.01
     10000000    1801.34
   N=100, steps=58103933
     Blaze       = 1        (1.90446)
   N=1000, steps=6305574
     Blaze       = 1        (1.9989)
   N=10000, steps=437960
     Blaze       = 1        (2.07644)
   N=100000, steps=26726
     Blaze       = 1        (1.98994)
   N=1000000, steps=3982
     Blaze       = 1        (1.99149)
   N=10000000, steps=179
     Blaze       = 1        (1.98741)
