
 Daxpy product:
   Blaze [MFlop/s]:
     100         5854.84
     1000        6282.1
     10000       4153.25
     100000      2489.39
     1000000     3826.47
     10000000    1771.22
   N=100, steps=59100520
     Blaze       = 1        (2.01886)
   N=1000, steps=6302637
     Blaze       = 1        (2.00654)
   N=10000, steps=408637
     Blaze       = 1        (1.9678)
   N=100000, steps=24759
     Blaze       = 1        (1.98917)
   N=1000000, steps=3819
     Blaze       = 1        (1.99609)
   N=10000000, steps=181
     Blaze       = 1        (2.04379)
