
 Daxpy product:
   Blaze [MFlop/s]:
     100         6036.34
     1000        6305.04
     10000       4273.71
     100000      2384.23
     1000000     3891.91
     10000000    1854.31
   N=100, steps=61172020
     Blaze       = 1        (2.02679)
   N=1000, steps=6497398
     Blaze       = 1        (2.06102)
   N=10000, steps=428332
     Blaze       = 1        (2.0045)
   N=100000, steps=24116
     Blaze       = 1        (2.02296)
   N=1000000, steps=3881
     Blaze       = 1        (1.99439)
   N=10000000, steps=180
     Blaze       = 1        (1.94142)
