
 Daxpy product:
   Blaze [MFlop/s]:
     100         5980.15
     1000        6282.91
     10000       4253.04
     100000      2664.5
     1000000     3923.16
     10000000    1851.63
   N=100, steps=55067561
     Blaze       = 1        (1.84168)
   N=1000, steps=6340271
     Blaze       = 1        (2.01826)
   N=10000, steps=391329
     Blaze       = 1        (1.84023)
   N=100000, steps=26506
     Blaze       = 1        (1.98956)
   N=1000000, steps=3826
     Blaze       = 1        (1.95047)
   N=10000000, steps=178
     Blaze       = 1        (1.92263)
