
 Daxpy product:
   Blaze [MFlop/s]:
     100         6042
     1000        6266.81
     10000       4249.03
     100000      2732.26
     1000000     3957.43
     10000000    1878.18
   N=100, steps=55885333
     Blaze       = 1        (1.84989)
   N=1000, steps=6290800
     Blaze       = 1        (2.00766)
   N=10000, steps=403892
     Blaze       = 1        (1.9011)
   N=100000, steps=27210
     Blaze       = 1        (1.99176)
   N=1000000, steps=3950
     Blaze       = 1        (1.99624)
   N=10000000, steps=177
     Blaze       = 1        (1.8848)
