
 Daxpy product:
   Blaze [MFlop/s]:
     100         6062.06
     1000        6256.96
     10000       4366.01
     100000      2541.84
     1000000     3906.47
     10000000    1896.65
   N=100, steps=59081168
     Blaze       = 1        (1.94921)
   N=1000, steps=6346277
     Blaze       = 1        (2.02855)
   N=10000, steps=434639
     Blaze       = 1        (1.99101)
   N=100000, steps=25354
     Blaze       = 1        (1.99493)
   N=1000000, steps=3859
     Blaze       = 1        (1.9757)
   N=10000000, steps=187
     Blaze       = 1        (1.97189)
