
 Daxpy product:
   Blaze [MFlop/s]:
     100         6082.11
     1000        6273.88
     10000       4410.43
     100000      2584.79
     1000000     3898.06
     10000000    1770.71
   N=100, steps=59025268
     Blaze       = 1        (1.94095)
   N=1000, steps=6329804
     Blaze       = 1        (2.01783)
   N=10000, steps=439094
     Blaze       = 1        (1.99116)
   N=100000, steps=25490
     Blaze       = 1        (1.97231)
   N=1000000, steps=3887
     Blaze       = 1        (1.99433)
   N=10000000, steps=179
     Blaze       = 1        (2.02179)
