
 Daxpy product:
   Blaze [MFlop/s]:
     100         6035.5
     1000        6243.29
     10000       4338.44
     100000      2704.43
     1000000     3898.19
     10000000    1801.91
   N=100, steps=58421587
     Blaze       = 1        (1.93593)
   N=1000, steps=6315108
     Blaze       = 1        (2.02301)
   N=10000, steps=416372
     Blaze       = 1        (1.91945)
   N=100000, steps=26877
     Blaze       = 1        (1.98762)
   N=1000000, steps=3850
     Blaze       = 1        (1.97528)
   N=10000000, steps=176
     Blaze       = 1        (1.95349)
