
 Daxpy product:
   Blaze [MFlop/s]:
     100         5986.41
     1000        6275.53
     10000       4299.42
     100000      2729.31
     1000000     3952.99
     10000000    1870.76
   N=100, steps=56741665
     Blaze       = 1        (1.89568)
   N=1000, steps=6302921
     Blaze       = 1        (2.00873)
   N=10000, steps=419454
     Blaze       = 1        (1.95121)
   N=100000, steps=27132
     Blaze       = 1        (1.9882)
   N=1000000, steps=3991
     Blaze       = 1        (2.01923)
   N=10000000, steps=181
     Blaze       = 1        (1.93504)
