
 Daxpy product:
   Blaze [MFlop/s]:
     100         6061.48
     1000        6319.04
     10000       3896.88
     100000      2478.53
     1000000     3893.56
     10000000    1936.23
   N=100, steps=56661390
     Blaze       = 1        (1.86956)
   N=1000, steps=6343664
     Blaze       = 1        (2.00779)
   N=10000, steps=440695
     Blaze       = 1        (2.26178)
   N=100000, steps=24522
     Blaze       = 1        (1.97875)
   N=1000000, steps=3836
     Blaze       = 1        (1.97043)
   N=10000000, steps=179
     Blaze       = 1        (1.84895)
