
 Daxpy product:
   Blaze [MFlop/s]:
     100         6060.7
     1000        6268.45
     10000       4268.92
     100000      2541.26
     1000000     3992.52
     10000000    1864.76
   N=100, steps=58519582
     Blaze       = 1        (1.93112)
   N=1000, steps=6313032
     Blaze       = 1        (2.01423)
   N=10000, steps=441703
     Blaze       = 1        (2.06939)
   N=100000, steps=25153
     Blaze       = 1        (1.97957)
   N=1000000, steps=3910
     Blaze       = 1        (1.95867)
   N=10000000, steps=186
     Blaze       = 1        (1.9949)
