
 Daxpy product:
   Blaze [MFlop/s]:
     100         6030.54
     1000        6280.03
     10000       4410.92
     100000      2558.47
     1000000     3869.7
     10000000    1845.94
   N=100, steps=60246129
     Blaze       = 1        (1.99803)
   N=1000, steps=6314496
     Blaze       = 1        (2.01098)
   N=10000, steps=426957
     Blaze       = 1        (1.93591)
   N=100000, steps=25376
     Blaze       = 1        (1.98368)
   N=1000000, steps=3851
     Blaze       = 1        (1.99034)
   N=10000000, steps=180
     Blaze       = 1        (1.95022)
